street,street_type,street_name,municipality,province,country,latitude,longitude,geo_source
C/ RIU EBRE,C/,RIU EBRE,Valencia,Valencia,Spain,39.6661283,-0.2104673,nominatim
C/ RIU ESLA,C/,RIU ESLA,Valencia,Valencia,Spain,39.5156333,-0.3913765,nominatim
C/ RIOLA,C/,RIOLA,Valencia,Valencia,Spain,39.4795491,-0.4027807,nominatim
C/ SAGRARI,C/,SAGRARI,Valencia,Valencia,Spain,39.2898749,-0.4126939,nominatim
C/ SANT JACINT,C/,SANT JACINT,Valencia,Valencia,Spain,39.5076968,-0.4436311,nominatim
C/ ARQUITECTE MORA,C/,ARQUITECTE MORA,Valencia,Valencia,Spain,39.4730547,-0.3630589,nominatim
C/ SANT JOAN DE LA RIBERA,C/,SANT JOAN DE LA RIBERA,Valencia,Valencia,Spain,38.9620699,-0.5797205,nominatim
C/ SANT PERE,C/,SANT PERE,Valencia,Valencia,Spain,39.1943349,-0.4333666,nominatim
C/ SANT VALERI,C/,SANT VALERI,Valencia,Valencia,Spain,40.4196853,0.4262264,nominatim
PL SERRA,PL,SERRA,Valencia,Valencia,Spain,39.502416,-0.4226419,nominatim
C/ ADOBERIES,C/,ADOBERIES,Valencia,Valencia,Spain,39.4783229,-0.3782398,nominatim
AV TIRSO DE MOLINA,AV,TIRSO DE MOLINA,Valencia,Valencia,Spain,39.4771538,-0.3952461,nominatim
C/ TORRES,C/,TORRES,Valencia,Valencia,Spain,39.6685207,-0.3352936,nominatim
C/ TORRETA DE MIRAMAR,C/,TORRETA DE MIRAMAR,Valencia,Valencia,Spain,39.4885167,-0.3637995,nominatim
C/ TUCUMAN,C/,TUCUMAN,Valencia,Valencia,Spain,38.3469007,-0.4926672,nominatim
C/ ZARRA,C/,ZARRA,Valencia,Valencia,Spain,39.062239,-1.0600909,nominatim
C/ PALMA DE GANDIA,C/,PALMA DE GANDIA,Valencia,Valencia,Spain,38.9249523,-0.2210245,nominatim
C/ KONRAD RUDOLF (ARQUITECTE),C/,KONRAD RUDOLF (ARQUITECTE),Valencia,Valencia,Spain,39.4644898,-0.4004661,nominatim
C/ DOCTOR RAFAEL BARTUAL,C/,DOCTOR RAFAEL BARTUAL,Valencia,Valencia,Spain,39.4545421,-0.4020616,nominatim
C/ LLOSA DE RANES,C/,LLOSA DE RANES,Valencia,Valencia,Spain,39.0664177,-0.56634,nominatim
C/ CALATAIUD,C/,CALATAIUD,Valencia,Valencia,Spain,39.4952217,-0.3669959,nominatim
PL SAFOR,PL,SAFOR,Valencia,Valencia,Spain,39.4597529,-0.3952247,nominatim
C/ MARGALLONS,C/,MARGALLONS,Valencia,Valencia,Spain,39.4524285,-0.3808152,nominatim
AV SALESIANS,AV,SALESIANS,Valencia,Valencia,Spain,39.4966609,-0.3942909,nominatim
C/ QUART DE LES VALLS,C/,QUART DE LES VALLS,Valencia,Valencia,Spain,39.7398739,-0.2727995,nominatim
C/ PROFESSOR BLANCO,C/,PROFESSOR BLANCO,Valencia,Valencia,Spain,39.4576959,-0.3998428,nominatim
C/ GENERAL BASSET,C/,GENERAL BASSET,Valencia,Valencia,Spain,38.7970871,0.0345664,nominatim
C/ MAX AUB,C/,MAX AUB,Valencia,Valencia,Spain,39.1694887,-0.2421601,nominatim
PL CAROLA REIG SALVÃ,PL,CAROLA REIG SALVÃ,Valencia,Valencia,Spain,39.4704039,-0.3385803,nominatim
PL MANUEL SANCHIS GUARNER,PL,MANUEL SANCHIS GUARNER,Valencia,Valencia,Spain,39.3571976,-0.4098646,nominatim
PL GINJOLERS,PL,GINJOLERS,Valencia,Valencia,Spain,39.4214332,-0.3365491,nominatim
C/ LLIDONERS,C/,LLIDONERS,Valencia,Valencia,Spain,39.6170462,-0.5826731,nominatim
PL MARIA BENEYTO (ESCRIPTORA),PL,MARIA BENEYTO (ESCRIPTORA),Valencia,Valencia,Spain,39.4764903,-0.3845963,nominatim
C/ EMIGRANT VALENCIA,C/,EMIGRANT VALENCIA,Valencia,Valencia,Spain,39.4694622,-0.3974235,nominatim
C/ ESTEVE EDO (ESCULTOR),C/,ESTEVE EDO (ESCULTOR),Valencia,Valencia,Spain,39.4664232,-0.3389699,nominatim
C/ VICENTE PARRA (ACTOR),C/,VICENTE PARRA (ACTOR),Valencia,Valencia,Spain,39.4558608,-0.3917436,nominatim
C/ COMARE CARMEN SOLER ALABAU,C/,COMARE CARMEN SOLER ALABAU,Valencia,Valencia,Spain,39.4277451,-0.3651867,nominatim
C/ HORTA SUD,C/,HORTA SUD,Valencia,Valencia,Spain,39.493164,-0.3995931,nominatim
AV ANTONIO FERRANDIS (ACTOR),AV,ANTONIO FERRANDIS (ACTOR),Valencia,Valencia,Spain,39.4493345,-0.3620911,nominatim
C/ TERRATEIG,C/,TERRATEIG,Valencia,Valencia,Spain,39.4813536,-0.4039075,nominatim
C/ RAFAEL ALBERTI,C/,RAFAEL ALBERTI,Valencia,Valencia,Spain,39.4806766,-0.405424,nominatim
C/ BANY,C/,BANY,Valencia,Valencia,Spain,39.4722712,-0.3827797,nominatim
C/ SOBREVENT,C/,SOBREVENT,Valencia,Valencia,Spain,39.1198036,-0.4268016,nominatim
C/ ABASTOS,C/,ABASTOS,Valencia,Valencia,Spain,39.4613376,-0.3351777,nominatim
C/ CALCINERS,C/,CALCINERS,Valencia,Valencia,Spain,39.5234418,-0.3518413,nominatim
C/ CASES DE LANUZA,C/,CASES DE LANUZA,Valencia,Valencia,Spain,39.4672182,-0.3273311,nominatim
CTRA FONT DE MASIÃ,CTRA,FONT DE MASIÃ,Valencia,Valencia,Spain,39.422497,-0.3624011,nominatim
C/ FRAY FRANCISCO CABEZAS,C/,FRAY FRANCISCO CABEZAS,Valencia,Valencia,Spain,39.4972018,-0.372727,nominatim
C/ SANTA CRUZ DE TENERIFE,C/,SANTA CRUZ DE TENERIFE,Valencia,Valencia,Spain,39.46652,-0.4003728,nominatim
C/ CAVITE,C/,CAVITE,Valencia,Valencia,Spain,39.6591716,-0.2268138,nominatim
C/ REINA,C/,REINA,Valencia,Valencia,Spain,39.4756508,-1.3818244,nominatim
C/ FALCONS,C/,FALCONS,Valencia,Valencia,Spain,39.964007,-0.264728,nominatim
C/ GARCIA,C/,GARCIA,Valencia,Valencia,Spain,39.5818848,-0.5140335,nominatim
C/ FORN DE L'HOSPITAL,C/,FORN DE L'HOSPITAL,Valencia,Valencia,Spain,39.4709007,-0.3826705,nominatim
C/ JOAN BAPTISTA VIVES,C/,JOAN BAPTISTA VIVES,Valencia,Valencia,Spain,39.4706796,-0.3974035,nominatim
C/ ALQUERIA DELS MOROS,C/,ALQUERIA DELS MOROS,Valencia,Valencia,Spain,39.4991779,-0.3958282,nominatim
C/ JURISTES,C/,JURISTES,Valencia,Valencia,Spain,39.4759621,-0.3766382,nominatim
C/ LLOTJA,C/,LLOTJA,Valencia,Valencia,Spain,39.4744886,-0.3781584,nominatim
PL LUIS CANO,PL,LUIS CANO,Valencia,Valencia,Spain,39.5016093,-0.4186818,nominatim
C/ MAESTRAT,C/,MAESTRAT,Valencia,Valencia,Spain,40.0426594,-0.0644157,nominatim
AV MANUEL DE FALLA,AV,MANUEL DE FALLA,Valencia,Valencia,Spain,39.4756996,-0.4004262,nominatim
C/ ALQUERIA DE SERRA,C/,ALQUERIA DE SERRA,Valencia,Valencia,Spain,38.8272787,0.105658,nominatim
C/ MARINES,C/,MARINES,Valencia,Valencia,Spain,39.6161139,-0.5187756,nominatim
C/ MEDINES,C/,MEDINES,Valencia,Valencia,Spain,39.4735257,-0.3728944,nominatim
C/ NAVILI,C/,NAVILI,Valencia,Valencia,Spain,39.4843421,-0.387611,nominatim
AV DOCTOR PESET ALEIXANDRE,AV,DOCTOR PESET ALEIXANDRE,Valencia,Valencia,Spain,39.4888286,-0.3887925,nominatim
AV REAL DE MADRID,AV,REAL DE MADRID,Valencia,Valencia,Spain,39.435216,-0.3909084,nominatim
C/ RIBALTA,C/,RIBALTA,Valencia,Valencia,Spain,39.4511112,-0.6063698,nominatim
C/ RIBA-ROJA,C/,RIBA-ROJA,Valencia,Valencia,Spain,39.6160294,-0.5200095,nominatim
C/ RIU ESCALONA,C/,RIU ESCALONA,Valencia,Valencia,Spain,39.4643402,-0.3538655,nominatim
PL RIU SEGURA,PL,RIU SEGURA,Valencia,Valencia,Spain,39.4321997,-0.3759028,nominatim
C/ ROTEROS,C/,ROTEROS,Valencia,Valencia,Spain,39.4788026,-0.3764113,nominatim
C/ SANT ROC,C/,SANT ROC,Valencia,Valencia,Spain,38.6926635,-0.1022458,nominatim
C/ SANT VICENT MÃRTIR,C/,SANT VICENT MÃRTIR,Valencia,Valencia,Spain,39.1396574,-0.332189,nominatim
C/ SANTA BÃRBARA,C/,SANTA BÃRBARA,Valencia,Valencia,Spain,38.3449302,-0.4855328,nominatim
PL SANTA CREU,PL,SANTA CREU,Valencia,Valencia,Spain,39.4786071,-0.3778524,nominatim
C/ SANTS DE LA PEDRA,C/,SANTS DE LA PEDRA,Valencia,Valencia,Spain,38.9610042,-0.1884677,nominatim
C/ ARQUEBISBE MAYORAL,C/,ARQUEBISBE MAYORAL,Valencia,Valencia,Spain,39.4695324,-0.3780631,nominatim
C/ TRINITARIS,C/,TRINITARIS,Valencia,Valencia,Spain,39.4769236,-0.3728451,nominatim
C/ UNIVERSITAT,C/,UNIVERSITAT,Valencia,Valencia,Spain,38.2770346,-0.6746292,nominatim
C/ VIRGINIA WOOLF (ESCRIPTORA),C/,VIRGINIA WOOLF (ESCRIPTORA),Valencia,Valencia,Spain,39.4652661,-0.3984601,nominatim
C/ HOMER,C/,HOMER,Valencia,Valencia,Spain,38.3603282,-0.5542259,nominatim
C/ ROSES,C/,ROSES,Valencia,Valencia,Spain,39.509675,-0.4499714,nominatim
C/ SERRA DE CORBERA,C/,SERRA DE CORBERA,Valencia,Valencia,Spain,39.4980754,-0.3765293,nominatim
C/ SERRELLA,C/,SERRELLA,Valencia,Valencia,Spain,38.6837304,0.1225003,nominatim
C/ DOFINS,C/,DOFINS,Valencia,Valencia,Spain,39.2938699,-0.2856196,nominatim
PL POETA BADENES,PL,POETA BADENES,Valencia,Valencia,Spain,39.4566408,-0.3619095,nominatim
C/ ISABEL NEBRADA,C/,ISABEL NEBRADA,Valencia,Valencia,Spain,39.4476399,-0.3361788,nominatim
C/ PACO PIERRÃ,C/,PACO PIERRÃ,Valencia,Valencia,Spain,39.4494988,-0.368692,nominatim
C/ MESTRE GUERRERO,C/,MESTRE GUERRERO,Valencia,Valencia,Spain,38.6230555,-0.5834263,nominatim
C/ MANUEL CASTELLANOS,C/,MANUEL CASTELLANOS,Valencia,Valencia,Spain,39.4867527,-0.3607813,nominatim
C/ CARRERÃ,C/,CARRERÃ,Valencia,Valencia,Spain,38.5372107,-0.819552,nominatim
PG CALMA,PG,CALMA,Valencia,Valencia,Spain,39.4564539,-0.3270039,nominatim
PL PINTOR GONZALO PERIS,PL,PINTOR GONZALO PERIS,Valencia,Valencia,Spain,39.4683909,-0.3395586,nominatim
ENTD QUILIS,ENTD,QUILIS,Valencia,Valencia,Spain,39.2967752,-0.2925437,nominatim
C/ CERAMISTA MATEU,C/,CERAMISTA MATEU,Valencia,Valencia,Spain,39.4902968,-0.3937758,nominatim
CTRA FONT DE BONET,CTRA,FONT DE BONET,Valencia,Valencia,Spain,39.4270536,-0.3682621,nominatim
C/ EMPARAMENT,C/,EMPARAMENT,Valencia,Valencia,Spain,39.4634393,-0.3321742,nominatim
C/ LEOPOLDO PILES ROS (PROFESSOR),C/,LEOPOLDO PILES ROS (PROFESSOR),Valencia,Valencia,Spain,39.4635326,-0.3977173,nominatim
CV DEVESA,CV,DEVESA,Valencia,Valencia,Spain,39.3228531,-0.3093145,nominatim
C/ PG NUM.12,C/,PG NUM.12,Valencia,Valencia,Spain,39.5007582,-0.3428688,nominatim
ENTD ESCALES,ENTD,ESCALES,Valencia,Valencia,Spain,39.2857738,-0.2812715,nominatim
C/ ESCULTOR GARCIA MAS,C/,ESCULTOR GARCIA MAS,Valencia,Valencia,Spain,39.4852173,-0.3995523,nominatim
C/ MARIANO DE CAVIA,C/,MARIANO DE CAVIA,Valencia,Valencia,Spain,39.4527938,-0.4040793,nominatim
AV SANT JOSEP ARTESÃ,AV,SANT JOSEP ARTESÃ,Valencia,Valencia,Spain,39.4763701,-0.4819689,nominatim
C/ SANT RAFAEL,C/,SANT RAFAEL,Valencia,Valencia,Spain,39.0936554,-0.3643751,nominatim
PTGE SANG,PTGE,SANG,Valencia,Valencia,Spain,39.4705511,-0.3772524,nominatim
C/ PERTUSA,C/,PERTUSA,Valencia,Valencia,Spain,38.144135,-0.8856956,nominatim
PL NAVARROS,PL,NAVARROS,Valencia,Valencia,Spain,39.478097,-0.3776226,nominatim
CAMI MONTCADA,CAMI,MONTCADA,Valencia,Valencia,Spain,39.4884785,-0.3766497,nominatim
C/ JOSEP BALAGUER,C/,JOSEP BALAGUER,Valencia,Valencia,Spain,39.5152341,-0.3907506,nominatim
C/ FONT ROJA,C/,FONT ROJA,Valencia,Valencia,Spain,38.3413452,-0.8170267,nominatim
C/ BERNI I CATALÃ,C/,BERNI I CATALÃ,Valencia,Valencia,Spain,39.4942359,-0.3763829,nominatim
C/ ALEGRIA,C/,ALEGRIA,Valencia,Valencia,Spain,38.772188,-0.0073917,nominatim
C/ MALDONADO,C/,MALDONADO,Valencia,Valencia,Spain,39.4717938,-0.3823367,nominatim
C/ MOLINA,C/,MOLINA,Valencia,Valencia,Spain,37.9227526,-0.7577301,nominatim
C/ MONTESA,C/,MONTESA,Valencia,Valencia,Spain,39.9837726,-0.0615564,nominatim
C/ MUSEROS,C/,MUSEROS,Valencia,Valencia,Spain,39.9788601,-0.0330438,nominatim
C/ PARC DE NATZARET,C/,PARC DE NATZARET,Valencia,Valencia,Spain,39.4502786,-0.3325985,nominatim
C/ PEPE ALBA,C/,PEPE ALBA,Valencia,Valencia,Spain,39.467762,-0.3471903,nominatim
PL PILAR,PL,PILAR,Valencia,Valencia,Spain,39.5697059,-0.6268373,nominatim
AV TAMARINDES,AV,TAMARINDES,Valencia,Valencia,Spain,39.4776124,-0.4021889,nominatim
C/ VALERIOLA,C/,VALERIOLA,Valencia,Valencia,Spain,39.4747465,-0.3804251,nominatim
C/ ALCARRIA,C/,ALCARRIA,Valencia,Valencia,Spain,39.4693718,-0.7170706,nominatim
C/ CINE,C/,CINE,Valencia,Valencia,Spain,40.4286285,-0.2580641,nominatim
C/ PROFESSOR ÃNGEL LACALLE,C/,PROFESSOR ÃNGEL LACALLE,Valencia,Valencia,Spain,39.4551394,-0.4031488,nominatim
C/ CAMBRILS,C/,CAMBRILS,Valencia,Valencia,Spain,39.494925,-0.3795347,nominatim
C/ PERIODISTA ROBERTO CASTROVIDO,C/,PERIODISTA ROBERTO CASTROVIDO,Valencia,Valencia,Spain,39.461135,-0.4017008,nominatim
C/ DOCTOR GARCIA BRUSTENGA,C/,DOCTOR GARCIA BRUSTENGA,Valencia,Valencia,Spain,39.4804132,-0.3569403,nominatim
C/ PG NUM.72,C/,PG NUM.72,Valencia,Valencia,Spain,39.5007582,-0.3428688,nominatim
C/ PG NUM.165,C/,PG NUM.165,Valencia,Valencia,Spain,39.5007582,-0.3428688,nominatim
CAMI VALLADAR,CAMI,VALLADAR,Valencia,Valencia,Spain,39.4414647,-0.3411857,nominatim
C/ VILALLONGA,C/,VILALLONGA,Valencia,Valencia,Spain,38.9768458,-0.1425273,nominatim
C/ COMPOSITOR VERT,C/,COMPOSITOR VERT,Valencia,Valencia,Spain,39.515524,-0.3888193,nominatim
C/ ESTEPA,C/,ESTEPA,Valencia,Valencia,Spain,37.9430392,-0.7723648,nominatim
C/ SERRANIA,C/,SERRANIA,Valencia,Valencia,Spain,39.6300802,-0.55852,nominatim
C/ ALBALAT DELS SORELLS,C/,ALBALAT DELS SORELLS,Valencia,Valencia,Spain,39.075213,-0.5081675,nominatim
C/ CAROLINA ÃLVAREZ,C/,CAROLINA ÃLVAREZ,Valencia,Valencia,Spain,39.5050275,-0.4062467,nominatim
PL COLL,PL,COLL,Valencia,Valencia,Spain,39.4747409,-0.3818938,nominatim
C/ CONVENT DE JERUSALEM,C/,CONVENT DE JERUSALEM,Valencia,Valencia,Spain,39.4668803,-0.3793403,nominatim
C/ CONVENT DE SANTA CLARA,C/,CONVENT DE SANTA CLARA,Valencia,Valencia,Spain,39.4682991,-0.3760629,nominatim
C/ EVARISTO BAS,C/,EVARISTO BAS,Valencia,Valencia,Spain,39.5039533,-0.4191258,nominatim
C/ JOSEP BALLESTER,C/,JOSEP BALLESTER,Valencia,Valencia,Spain,39.4711484,-0.336187,nominatim
CAMI PUNTA A LA MAR,CAMI,PUNTA A LA MAR,Valencia,Valencia,Spain,39.4448201,-0.3351943,nominatim
C/ FRANCISCANS,C/,FRANCISCANS,Valencia,Valencia,Spain,39.4777689,-0.3753306,nominatim
C/ MORA I XARABA,C/,MORA I XARABA,Valencia,Valencia,Spain,39.4495817,-0.3880175,nominatim
C/ NA MONTFORTA,C/,NA MONTFORTA,Valencia,Valencia,Spain,39.4444417,-0.387813,nominatim
C/ PERE MONTSORIU,C/,PERE MONTSORIU,Valencia,Valencia,Spain,39.4691489,-0.3360723,nominatim
C/ PERDIU,C/,PERDIU,Valencia,Valencia,Spain,39.5520019,-0.5003934,nominatim
C/ PERIODISTA LLORENTE,C/,PERIODISTA LLORENTE,Valencia,Valencia,Spain,39.4849042,-0.3824206,nominatim
C/ PITXERA,C/,PITXERA,Valencia,Valencia,Spain,39.5160511,-0.3897246,nominatim
C/ PINTOR MAELLA,C/,PINTOR MAELLA,Valencia,Valencia,Spain,39.4622673,-0.3470148,nominatim
C/ PUERTO RICO,C/,PUERTO RICO,Valencia,Valencia,Spain,39.4615941,-0.3751033,nominatim
CTRA ROCA (CTRA),CTRA,ROCA (CTRA),Valencia,Valencia,Spain,38.3745804,-0.6288399,nominatim
C/ ROQUES,C/,ROQUES,Valencia,Valencia,Spain,38.7898282,0.1635706,nominatim
C/ ROSERS,C/,ROSERS,Valencia,Valencia,Spain,39.3897041,-0.472385,nominatim
PL SANT SEBASTIÃ,PL,SANT SEBASTIÃ,Valencia,Valencia,Spain,39.4751628,-0.3865451,nominatim
C/ SÃNCHEZ ARJONA,C/,SÃNCHEZ ARJONA,Valencia,Valencia,Spain,39.499924,-0.3920851,nominatim
C/ JAUME ESTEVE CUBELLS,C/,JAUME ESTEVE CUBELLS,Valencia,Valencia,Spain,39.482985,-0.3587631,nominatim
C/ SEVERIANO GOIG,C/,SEVERIANO GOIG,Valencia,Valencia,Spain,39.4550523,-0.3639262,nominatim
C/ PG NUM.164,C/,PG NUM.164,Valencia,Valencia,Spain,39.4988895,-0.3412154,nominatim
PL SANT BENET,PL,SANT BENET,Valencia,Valencia,Spain,39.5442063,-0.333654,nominatim
C/ MESTRE VALLS,C/,MESTRE VALLS,Valencia,Valencia,Spain,39.6586356,-0.4238414,nominatim
C/ MOLINA DE SEGURA,C/,MOLINA DE SEGURA,Valencia,Valencia,Spain,39.4676722,-0.4026246,nominatim
C/ PARRA,C/,PARRA,Valencia,Valencia,Spain,38.0555542,-0.9417156,nominatim
C/ PINTOR PARRA,C/,PINTOR PARRA,Valencia,Valencia,Spain,39.4746674,-0.3347012,nominatim
C/ REI SAUD,C/,REI SAUD,Valencia,Valencia,Spain,39.4656458,-0.4072955,nominatim
C/ RODERIC D'OSONA,C/,RODERIC D'OSONA,Valencia,Valencia,Spain,39.4656911,-0.3558479,nominatim
C/ SANT JOAN BOSCO,C/,SANT JOAN BOSCO,Valencia,Valencia,Spain,38.7104724,-0.4649859,nominatim
C/ VICENT BRANCHAT,C/,VICENT BRANCHAT,Valencia,Valencia,Spain,39.4707803,-0.3968451,nominatim
C/ VINALESA,C/,VINALESA,Valencia,Valencia,Spain,39.6644403,-0.3383782,nominatim
C/ TORRENT,C/,TORRENT,Valencia,Valencia,Spain,39.461462,-0.3996333,nominatim
C/ REBOLLAR,C/,REBOLLAR,Valencia,Valencia,Spain,39.4866057,-0.38421,nominatim
C/ RIOJA,C/,RIOJA,Valencia,Valencia,Spain,39.4894053,-1.0956717,nominatim
C/ ALGAR DE PALÃNCIA,C/,ALGAR DE PALÃNCIA,Valencia,Valencia,Spain,39.43282,-0.3906263,nominatim
C/ PINTOR JOAN BAPTISTA PORCAR,C/,PINTOR JOAN BAPTISTA PORCAR,Valencia,Valencia,Spain,39.4950675,-0.3777387,nominatim
C/ LLOBARRO,C/,LLOBARRO,Valencia,Valencia,Spain,38.3602224,-0.4186249,nominatim
C/ BADALL,C/,BADALL,Valencia,Valencia,Spain,39.5464637,-0.4134648,nominatim
ENTD CASA DE NOFRE,ENTD,CASA DE NOFRE,Valencia,Valencia,Spain,39.4515336,-0.3786802,nominatim
ENTD CASES D'ÃNGEL,ENTD,CASES D'ÃNGEL,Valencia,Valencia,Spain,39.5066508,-0.3829221,nominatim
PL PINTOR LLANOS,PL,PINTOR LLANOS,Valencia,Valencia,Spain,39.4907536,-0.3860817,nominatim
PL SANT JERONI,PL,SANT JERONI,Valencia,Valencia,Spain,38.9124879,-0.2852407,nominatim
PL PINTOR RIGOBERTO SOLER,PL,PINTOR RIGOBERTO SOLER,Valencia,Valencia,Spain,39.449841,-0.3906261,nominatim
C/ TRAVESSIA,C/,TRAVESSIA,Valencia,Valencia,Spain,38.3856334,-0.7637304,nominatim
C/ CARCAIXENT,C/,CARCAIXENT,Valencia,Valencia,Spain,38.0775081,-0.6572796,nominatim
C/ AMICS DEL CORPUS,C/,AMICS DEL CORPUS,Valencia,Valencia,Spain,39.4885288,-0.395119,nominatim
C/ MONTSERRAT,C/,MONTSERRAT,Valencia,Valencia,Spain,39.1993605,-0.4377845,nominatim
C/ VILA,C/,VILA,Valencia,Valencia,Spain,38.2718383,-0.7169194,nominatim
PL ONA,PL,ONA,Valencia,Valencia,Spain,39.4617563,-0.3260397,nominatim
C/ FRAULES,C/,FRAULES,Valencia,Valencia,Spain,39.4836577,-0.3604184,nominatim
C/ ESCOLANO,C/,ESCOLANO,Valencia,Valencia,Spain,39.4711887,-0.3793192,nominatim
C/ EN BORRÃS,C/,EN BORRÃS,Valencia,Valencia,Spain,39.4782113,-0.3783024,nominatim
C/ DOS D'ABRIL,C/,DOS D'ABRIL,Valencia,Valencia,Spain,39.4577761,-0.3668459,nominatim
C/ NINOT,C/,NINOT,Valencia,Valencia,Spain,39.5001433,-0.3928999,nominatim
C/ CUBA,C/,CUBA,Valencia,Valencia,Spain,39.4592125,-0.3750963,nominatim
C/ COFRENTS,C/,COFRENTS,Valencia,Valencia,Spain,39.2299883,-1.0619387,nominatim
C/ CONCHA ESPINA,C/,CONCHA ESPINA,Valencia,Valencia,Spain,38.3660543,-0.4543946,nominatim
CAMI CALVARI,CAMI,CALVARI,Valencia,Valencia,Spain,39.5233482,-0.3776875,nominatim
C/ ÃNGEL VILLENA,C/,ÃNGEL VILLENA,Valencia,Valencia,Spain,39.4497682,-0.3648798,nominatim
C/ JUAN DE CELAYA,C/,JUAN DE CELAYA,Valencia,Valencia,Spain,39.4517256,-0.3864477,nominatim
C/ VILAMARXANT,C/,VILAMARXANT,Valencia,Valencia,Spain,39.5661974,-0.5280403,nominatim
C/ VINATEA,C/,VINATEA,Valencia,Valencia,Spain,39.4720297,-0.3808624,nominatim
C/ OLIVERETA,C/,OLIVERETA,Valencia,Valencia,Spain,39.4737211,-0.3962193,nominatim
C/ JIJONA,C/,JIJONA,Valencia,Valencia,Spain,38.6210877,-0.5740549,nominatim
C/ BORRULL,C/,BORRULL,Valencia,Valencia,Spain,39.9836837,-0.0351051,nominatim
C/ BUSOT,C/,BUSOT,Valencia,Valencia,Spain,38.3614258,-0.5007695,nominatim
C/ BEATRIZ TORTOSA,C/,BEATRIZ TORTOSA,Valencia,Valencia,Spain,39.4725273,-0.3488467,nominatim
AV OEST,AV,OEST,Valencia,Valencia,Spain,39.0949125,-0.6320241,nominatim
AV BALEARS,AV,BALEARS,Valencia,Valencia,Spain,39.463146,-0.3552057,nominatim
C/ AURORA,C/,AURORA,Valencia,Valencia,Spain,38.5391825,-0.8167034,nominatim
CAMI ASSAGADOR,CAMI,ASSAGADOR,Valencia,Valencia,Spain,38.8497808,-0.4441061,nominatim
C/ ASSAGADOR DE LES MONGES,C/,ASSAGADOR DE LES MONGES,Valencia,Valencia,Spain,38.8304777,0.0866803,nominatim
PTDA DALT,PTDA,DALT,Valencia,Valencia,Spain,40.2939726,-0.2152105,nominatim
C/ ARQUITECTE LUCINI,C/,ARQUITECTE LUCINI,Valencia,Valencia,Spain,39.4903813,-0.3759673,nominatim
CAMI ALQUERIA DE CASSANY,CAMI,ALQUERIA DE CASSANY,Valencia,Valencia,Spain,39.5028529,-0.3796933,nominatim
CAMI ALMENAR,CAMI,ALMENAR,Valencia,Valencia,Spain,39.4485143,-0.381068,nominatim
C/ ALZIRA,C/,ALZIRA,Valencia,Valencia,Spain,39.9823285,-0.0640265,nominatim
C/ ALFAFAR,C/,ALFAFAR,Valencia,Valencia,Spain,38.7093244,0.1472113,nominatim
C/ CASES BAIXES,C/,CASES BAIXES,Valencia,Valencia,Spain,40.0237302,-1.2604112,nominatim
PL EUROPA,PL,EUROPA,Valencia,Valencia,Spain,38.6027005,-0.0448026,nominatim
PL AUTOR,PL,AUTOR,Valencia,Valencia,Spain,39.4794127,-0.3771781,nominatim
C/ SANTA IRENE,C/,SANTA IRENE,Valencia,Valencia,Spain,38.9152252,-0.5444865,nominatim
C/ TRAMUNTANA,C/,TRAMUNTANA,Valencia,Valencia,Spain,38.6172522,-0.6721085,nominatim
CAMI FORN D'ALCEDO,CAMI,FORN D'ALCEDO,Valencia,Valencia,Spain,39.4304941,-0.3756147,nominatim
CAMI MOLÃ,CAMI,MOLÃ,Valencia,Valencia,Spain,39.6384784,-0.6454118,nominatim
C/ CORONEL MONTESINOS,C/,CORONEL MONTESINOS,Valencia,Valencia,Spain,39.4944495,-0.3734293,nominatim
CAMI CATARROS,CAMI,CATARROS,Valencia,Valencia,Spain,39.4492186,-0.3568534,nominatim
PL RIU DUERO,PL,RIU DUERO,Valencia,Valencia,Spain,39.4824482,-0.3602253,nominatim
CAMI ALQUERIA DELS AIGUAMOLLS,CAMI,ALQUERIA DELS AIGUAMOLLS,Valencia,Valencia,Spain,39.4434548,-0.4066278,nominatim
C/ EN PROYECTO N 3,C/,EN PROYECTO N 3,Valencia,Valencia,Spain,39.5615233,-1.2769915,nominatim
C/ MONTCABRER,C/,MONTCABRER,Valencia,Valencia,Spain,39.6654924,-0.2165373,nominatim
C/ NUMERO DIECISEIS,C/,NUMERO DIECISEIS,Valencia,Valencia,Spain,38.0591716,-0.7100228,nominatim
C/ NUMERO VEINTICINCO,C/,NUMERO VEINTICINCO,Valencia,Valencia,Spain,38.0809043,-0.7061582,nominatim
C/ NUMERO DOCE,C/,NUMERO DOCE,Valencia,Valencia,Spain,38.0568831,-0.7093889,nominatim
C/ POETA ANTONINO CHOCOMELI,C/,POETA ANTONINO CHOCOMELI,Valencia,Valencia,Spain,39.478778,-0.397215,nominatim
C/ TRANSATLÃNTIC,C/,TRANSATLÃNTIC,Valencia,Valencia,Spain,39.4828805,-0.387919,nominatim
PL SANT FELIP NERI,PL,SANT FELIP NERI,Valencia,Valencia,Spain,38.1773932,-0.7982535,nominatim
C/ MAJOR DEL CASTELLAR,C/,MAJOR DEL CASTELLAR,Valencia,Valencia,Spain,39.4317239,-0.3630424,nominatim
ENTD REJOLAR,ENTD,REJOLAR,Valencia,Valencia,Spain,39.3960427,-0.3300688,nominatim
CTRA SABATER (CTRA),CTRA,SABATER (CTRA),Valencia,Valencia,Spain,39.4434213,-0.3670011,nominatim
